"seqnames","start","end","width","strand","Conc","Conc_YAF","Conc_GFP","Fold","p.value","FDR","annotation","geneChr","geneStart","geneEnd","geneLength","geneStrand","geneId","transcriptId","distanceToTSS"
"chr15",91198784,91215410,16627,"*",9.07719219506528,9.05275906934077,9.10121840921667,-0.0386426627816679,0.826440088631314,0.884761262927048,"Intron (ENST00000545111.6/9899, intron 1 of 11)",15,91225870,91301308,75439,1,"9899","ENST00000330276.4",-10460
"chr10",80404536,80430183,25648,"*",10.1266802044407,10.150916522057,10.1020297659389,0.0397127725100462,0.826985331847955,0.885195320472394,"Promoter (<=1kb)",10,80407829,80432108,24280,1,"84293","ENST00000372188.5",0
"chr17",34139953,34189029,49077,"*",10.6892211834785,10.7121817933154,10.6658892358173,0.038126161987695,0.827080679417192,0.885195320472394,"Promoter (<=1kb)",17,34157181,34174964,17784,2,"101927239","ENST00000583395.1",0
"chr8",104380156,104384985,4830,"*",7.47230422319203,7.49646006759741,7.44773702679813,0.0416679636656895,0.827180877824942,0.885195320472394,"Promoter (<=1kb)",8,104379435,104381411,1977,2,"1807","ENST00000520806.1",0
"chr16",55633781,55648343,14563,"*",9.2605523460293,9.28395906885546,9.23675959375143,0.0393653562318935,0.827822508445908,0.885706915171875,"Distal Intergenic",16,55655988,55706192,50205,1,"6530","ENST00000568943.6",-7645
"chr1",23413169,23488831,75663,"*",11.432570675832,11.4076039250358,11.4571127009312,-0.0393736993025236,0.827915807949677,0.885706915171875,"Promoter (<=1kb)",1,23428563,23436677,8115,2,"55616","ENST00000495646.5",0
"chr5",135454393,135496156,41764,"*",10.7390983247598,10.7131735923485,10.7645654103278,-0.0401847668012811,0.827994480744714,0.885706915171875,"Promoter (<=1kb)",5,135476913,135638231,161319,1,"153328","ENST00000698884.1",0
"chr1",229152501,229160975,8475,"*",7.95705506862311,7.93232520557751,7.98136816035802,-0.0383524509033422,0.828377919753552,0.885997399585141,"Intron (ENST00000662083.1/105373158, intron 1 of 4)",1,229087114,229184095,96982,2,"105373158","ENST00000662083.1",23120
"chr17",73235749,73296812,61064,"*",11.3716599314177,11.3964392805412,11.3464475299104,0.0398839844079823,0.828497909211742,0.886006069283969,"Promoter (<=1kb)",17,73248449,73261880,13432,2,"642843","ENST00000344935.8",0
"chr19",42648334,42664225,15892,"*",8.92591240202645,8.89953423460183,8.95181691952861,-0.0396348932576457,0.828776531226344,0.886184357383395,"Exon (ENST00000685574.2/100996307, exon 3 of 4)",19,42583085,42595055,11971,2,"1088","ENST00000599005.1",-53279
"chr19",42212149,42258741,46593,"*",10.6050449093209,10.5802432691062,10.6294273758455,-0.0389025903351434,0.829632997350135,0.886980384233255,"Promoter (<=1kb)",19,42220292,42228201,7910,1,"116115","ENST00000710326.1",0
"chr21",41938471,41980508,42038,"*",10.4023027847952,10.3762440949398,10.4278991281622,-0.0398713434144534,0.831309655519988,0.888652964641305,"Promoter (<=1kb)",21,41885112,41954018,68907,2,"25966","ENST00000380486.4",0
"chr1",112351329,112363423,12095,"*",8.5852280470257,8.60755715257068,8.56254790572963,0.038341433440914,0.83179538752735,0.888914962987361,"Promoter (<=1kb)",1,112176836,112360615,183780,2,"105378909","ENST00000427290.2",0
"chr1",29494884,29529006,34123,"*",10.5206196195321,10.4966478511236,10.5441995753834,-0.0378522653519675,0.831822577336334,0.888914962987361,"Exon (ENST00000515851.1/ENST00000515851.1, exon 1 of 2)",1,29329620,29350114,20495,2,"101928460","ENST00000417651.1",-144770
"chr17",6743261,6744563,1303,"*",5.34859447690219,5.38782428339549,5.30826804337067,0.051490566093866,0.831939233868774,0.888914962987361,"Distal Intergenic",17,6755447,6758632,3186,1,"54739","ENST00000573760.1",-10884
"chr15",57301378,57311380,10003,"*",8.31496212831104,8.29260887888339,8.33697431222106,-0.0367688869930698,0.832174740155017,0.888914962987361,"Promoter (<=1kb)",15,57304725,57307758,3034,1,"283663","ENST00000502027.1",0
"chr2",138900769,138902927,2159,"*",6.07930483766691,6.01819181651148,6.13793395447351,-0.0559918232348079,0.83221440222608,0.888914962987361,"Exon (ENST00000419201.1/ENST00000419201.1, exon 1 of 1)",2,138897151,138898098,948,1,"647012","ENST00000438766.1",3618
"chr4",110379066,110380293,1228,"*",5.29349669529045,5.24536372310598,5.34007550814443,-0.0520167635411049,0.832228253010266,0.888914962987361,"Intron (ENST00000510961.1/2028, intron 1 of 4)",4,110365733,110506258,140526,1,"2028","ENST00000510961.1",13333
"chr21",34509134,34513178,4045,"*",7.27196408713491,7.31283515652162,7.22990131131376,0.0512051664325056,0.832704996662962,0.889297654422904,"Promoter (<=1kb)",21,34446688,34511325,64638,2,"3753","ENST00000611936.1",0
"chr11",117944305,117963317,19013,"*",9.18791440482446,9.16473135100224,9.21073080797579,-0.0364473246997228,0.832818371617723,0.889297654422904,"Distal Intergenic",11,117907454,117929459,22006,2,"84000","ENST00000526090.1",-14846
"chr1",119464549,119500479,35931,"*",10.5632772078996,10.5406131132185,10.5855907595533,-0.0364742925757779,0.832923437663175,0.889297654422904,"Exon (ENST00000286193.2/ENST00000286193.2, exon 1 of 3)",1,119507198,119511602,4405,1,"3283","ENST00000531340.5",-6719
"chr20",56687305,56696574,9270,"*",8.31041546736114,8.33309247405681,8.2873763120524,0.0386469514462287,0.833273215672302,0.889510798290444,"Exon (ENST00000487098.3/ENST00000487098.3, exon 1 of 1)",20,56630234,56631547,1314,1,"7022","ENST00000416606.1",57071
"chr15",65972718,66028255,55538,"*",11.3798137306078,11.3553587511646,11.4038610762999,-0.0383798575800438,0.833347722252406,0.889510798290444,"Promoter (1-2kb)",15,65965175,65971264,6090,2,"84465","ENST00000469917.1",-1454
"chr10",48816852,48858161,41310,"*",10.4248051877506,10.4474377630939,10.401811892846,0.037370888978557,0.833497196955772,0.889550445106841,"Exon (ENST00000325239.12/57705, exon 32 of 62)",10,48802738,48824169,21432,1,"57705","ENST00000374161.7",14114
"chr19",334089,350019,15931,"*",9.12399679232677,9.14761368423589,9.09998684915582,0.0392515144469644,0.833699004534736,0.889645926008702,"Promoter (<=1kb)",19,305573,344796,39224,2,"54531","ENST00000264819.7",0
"chr15",85846758,85881686,34929,"*",10.2969803938069,10.3190845215388,10.2745323230608,0.0366747564008398,0.834605119295739,0.89049285094354,"Distal Intergenic",15,85825635,85825730,96,1,"100847084","ENST00000584739.1",21123
"chr10",43662562,43675112,12551,"*",9.05539803549273,9.07826697572248,9.03216074048086,0.0382732283222346,0.83485221635437,0.890636494855214,"Exon (ENST00000458063.1/414201, exon 2 of 5)",10,43643862,43648881,5020,2,"7580","ENST00000374433.7",-13681
"chr9",35816674,35850191,33518,"*",10.2536716561853,10.2763290830916,10.2306527107671,0.0373259433573737,0.835233483109318,0.89092321561728,"Promoter (<=1kb)",9,35812960,35828732,15773,2,"392307","ENST00000650284.1",0
"chr20",25004574,25027606,23033,"*",9.54706341818141,9.50943747610277,9.5837329543502,-0.0478831802099758,0.835439089095114,0.891022511319085,"Promoter (<=1kb)",20,25006232,25012326,6095,2,"84532","ENST00000484396.1",0
"chr2",1735528,1762661,27134,"*",10.2076900636233,10.1826687714035,10.2322847882477,-0.0385224498355044,0.83576608310534,0.891218502905548,"Promoter (<=1kb)",2,1631887,1744515,112629,2,"7837","ENST00000252804.9",0
"chr1",203108117,203160708,52592,"*",11.2393404436464,11.2148107832246,11.2634599976579,-0.0382192719671177,0.835847938007262,0.891218502905548,"Promoter (<=1kb)",1,203127065,203167405,40341,1,"134","ENST00000367236.8",0
"chr15",72051184,72052849,1666,"*",5.60287091449009,5.63757334254102,5.56731314141479,0.0504130218541374,0.836422143672177,0.891710683325251,"Intron (ENST00000356056.10/4649, intron 1 of 41)",15,71889472,72046636,157165,2,"4649","ENST00000563542.5",-4548
"chr15",42026638,42039180,12543,"*",8.96551820941603,8.98835774752599,8.94231127071618,0.0378003882831687,0.836782756581449,0.891975050392852,"Intron (ENST00000399518.3/123745, intron 1 of 19)",15,41981606,42021121,39516,2,"123745","ENST00000696118.1",-5517
"chr1",234754986,234783486,28501,"*",10.5723269003597,10.5492113326007,10.5950779322481,-0.0365186124564401,0.837729622535105,0.892757498554711,"Promoter (<=1kb)",1,234757619,234760056,2438,2,"100130249","ENST00000640945.1",0
"chr11",125913296,125928161,14866,"*",8.83172074470295,8.8083434511795,8.85472526710241,-0.0362106257142689,0.837889509287212,0.892757498554711,"Promoter (<=1kb)",11,125920958,125923263,2306,1,"29118","ENST00000531000.1",0
"chr15",79420755,79438030,17276,"*",9.19808838275017,9.22020216582645,9.17563035377146,0.0371636600014399,0.837939452062892,0.892757498554711,"Promoter (<=1kb)",15,79432336,79472304,39969,1,"23251","ENST00000305428.8",0
"chr1",27531522,27578120,46599,"*",11.1972256326335,11.1729793106643,11.2210711904496,-0.0377253009236409,0.837967734152945,0.892757498554711,"Promoter (<=1kb)",1,27551668,27558361,6694,2,"27245","ENST00000487743.3",0
"chr1",153424672,153441890,17219,"*",9.04610114429016,9.02262217005429,9.0692041235854,-0.0360435037320581,0.838523164528838,0.893229074509533,"Exon (ENST00000432574.2/ENST00000432574.2, exon 1 of 2)",1,153417944,153419355,1412,1,"338324","ENST00000329256.2",6728
"chr20",58124238,58151379,27142,"*",10.6696627965081,10.6928506041095,10.6460962050832,0.037520461006693,0.838728000456062,0.893327106336456,"Promoter (<=1kb)",20,58150902,58161150,10249,1,"128602","ENST00000371168.4",0
"chr7",156452029,156510775,58747,"*",11.3843026868536,11.360410823664,11.4078053240456,-0.0373319979450212,0.839088375832412,0.893590754198073,"Exon (ENST00000651649.1/100506380, exon 3 of 5)",7,156436980,156445588,8609,2,"285889","ENST00000436670.2",-6441
"chr17",12866306,12868110,1805,"*",5.80489098630653,5.84407247341095,5.76461560977464,0.0468159725248538,0.839273693130051,0.89366792737621,"Intron (ENST00000379672.10/9912, intron 1 of 20)",17,12917268,12917342,75,2,"100616494","ENST00000580405.1",49232
"chr6",36696888,36708178,11291,"*",8.63220040037253,8.60874717685918,8.6552784466709,-0.0360170664458623,0.839481594076156,0.893769123889362,"Promoter (<=1kb)",6,36697826,36733184,35359,1,"401258","ENST00000612677.6",0
"chr7",101761882,101770139,8258,"*",8.31577138179749,8.29281385208198,8.33836930449747,-0.0353221504017587,0.841211394834854,0.895490393291734,"Distal Intergenic",7,101815904,102283958,468055,1,"1523","ENST00000437600.9",-45765
"chr8",70313284,70319489,6206,"*",7.59482807367687,7.61741411220746,7.57188280927777,0.0363795678534998,0.841606461156183,0.895790533050512,"Intron (ENST00000452400.7/10499, intron 1 of 22)",8,70216696,70245375,28680,2,"10499","ENST00000519724.1",-67909
"chr3",52180655,52200623,19969,"*",9.46276141195321,9.43959858809661,9.48555821971403,-0.0357542401736465,0.842339426677057,0.896450197534688,"Promoter (<=1kb)",3,52198086,52214180,16095,1,"211","ENST00000469224.5",0
"chr5",170729928,170754137,24210,"*",9.74102645007447,9.76253255285381,9.71919490057205,0.0357020098541921,0.842519155687845,0.896520988160715,"3' UTR",5,170747047,170758179,11133,2,"107986473","ENST00000521965.1",4042
"chr17",14468616,14472161,3546,"*",6.68278246901842,6.65249287932335,6.7124491794556,-0.0408762274583701,0.843121323841181,0.896873544118545,"Intron (ENST00000700765.1/107985080, intron 3 of 3)",17,14374174,14526498,152325,1,"107985080","ENST00000700765.1",94442
"chr21",42507308,42549792,42485,"*",10.4100242555581,10.3867626520932,10.4329167392735,-0.0361191138166276,0.843160514467112,0.896873544118545,"Promoter (<=1kb)",21,42513852,42581426,67575,1,"54020","ENST00000352133.3",0
"chr2",2101327,2118783,17457,"*",9.20086278883285,9.22202173395083,9.1793888962256,0.0355330399572106,0.8431902432078,0.896873544118545,"Intron (ENST00000647755.1/23040, intron 3 of 24)",2,1979686,2172949,193264,2,"23040","ENST00000648148.1",54166
"chr15",97742398,97743929,1532,"*",5.53805282146191,5.49499518127874,5.57986254861035,-0.047349212268214,0.843460402547876,0.897040414689314,"Exon (ENST00000647870.1/91948, exon 7 of 10)",15,97629206,97835939,206734,2,"91948","ENST00000647870.1",92010
"chr20",45267212,45352059,84848,"*",11.7604037517914,11.782477764562,11.7379867398437,0.0357222747533695,0.843968859334782,0.897436110363095,"Promoter (<=1kb)",20,45306840,45317824,10985,1,"11317","ENST00000343694.8",0
"chr15",78920271,78938784,18514,"*",9.85824981035787,9.83524619136783,9.88089238832132,-0.0355516328040517,0.844059117310813,0.897436110363095,"Promoter (<=1kb)",15,78921058,78937186,16129,2,"1512","ENST00000676763.1",0
"chr1",19305876,19320187,14312,"*",9.12529031736359,9.10151210664101,9.14868296654098,-0.0360186681269989,0.8443037070013,0.897498798127693,"Promoter (<=1kb)",1,19312326,19329300,16975,1,"54896","ENST00000375153.8",0
"chr18",11648459,11682079,33621,"*",10.1306210264237,10.1076053713602,10.1532752655105,-0.0357474359581304,0.844344746312832,0.897498798127693,"Promoter (<=1kb)",18,11654885,11654941,57,2,"102465690","ENST00000637758.1",0
"chr16",89300198,89305672,5475,"*",7.84544216959739,7.81727175558188,7.87307303971315,-0.0384107726914281,0.844999418249829,0.898074136776325,"Promoter (<=1kb)",16,89284506,89305239,20734,2,"29123","ENST00000646345.1",0
"chr6",30870561,30949750,79190,"*",11.4925482787805,11.5148969990545,11.4698479008893,0.0359408023375435,0.845319606504046,0.898293875993765,"Promoter (<=1kb)",6,30890883,30890972,90,1,"100616237","ENST00000581824.1",0
"chr7",151297114,151325808,28695,"*",10.832447053145,10.8554228859554,10.8090993859523,0.0366476032593705,0.845569970118275,0.898439365807946,"Distal Intergenic",7,151341772,151378449,36678,1,"51667","ENST00000413040.7",-15964
"chr17",58405121,58454183,49063,"*",10.5468958481873,10.5671318757544,10.5263719362495,0.0337290161004169,0.845706133318778,0.898463492051436,"Promoter (<=1kb)",17,58345206,58417595,72390,2,"54894","ENST00000648873.1",0
"chr10",45366052,45390704,24653,"*",9.60263736827776,9.62467200158705,9.58026096800157,0.0362395747322777,0.846210722173879,0.89882722480733,"Promoter (<=1kb)",10,45374176,45446119,71944,1,"240","ENST00000542434.5",0
"chr17",35995367,36041359,45993,"*",10.4119139769813,10.3904666212463,10.4330471574732,-0.0340568684484817,0.84634385213595,0.89882722480733,"Promoter (<=1kb)",17,36001419,36010412,8994,1,"107985068","ENST00000619334.1",0
"chr7",222041,224226,2186,"*",7.12510570102651,7.09362206072012,7.15591692807965,-0.0406242022025772,0.846389015707572,0.89882722480733,"Intron (ENST00000313766.6/56975, intron 3 of 9)",7,245895,260745,14851,1,"56975","ENST00000515795.1",-21669
"chr19",29655201,29689677,34477,"*",10.5351422592477,10.5576922293127,10.5122342188387,0.0362400151289962,0.84661804518112,0.898949892704383,"Promoter (<=1kb)",19,29665459,29674843,9385,1,"79156","ENST00000592810.1",0
"chr2",73276879,73311132,34254,"*",10.0294362165642,10.0501266977184,10.0084446790173,0.0342589243080517,0.847230379197508,0.899479470822505,"Promoter (<=1kb)",2,73305941,73307890,1950,2,"105374802","ENST00000661452.1",0
"chr4",74915104,74952696,37593,"*",10.0962372172785,10.0754491428848,10.1167300021,-0.0333691970686649,0.84738945052086,0.899527755854517,"Promoter (<=1kb)",4,74933095,75050115,117021,1,"25849","ENST00000513238.5",0
"chr17",36495277,36516232,20956,"*",9.28252626213803,9.2588959846117,9.30577572232888,-0.0355218791251728,0.847515918346178,0.899541423050983,"Promoter (<=1kb)",17,36495755,36509922,14168,2,"80179","ENST00000611622.4",0
"chr4",54534238,54562450,28213,"*",10.2438335590773,10.2645523756946,10.2228128548834,0.0340781233392837,0.8486121607834,0.900550661919122,"Distal Intergenic",4,54603211,54607131,3921,2,"339978","ENST00000508484.1",44681
"chr15",81262802,81276790,13989,"*",9.75086004203821,9.77189519205094,9.72951364626867,0.0347961265922527,0.848754734575354,0.900550661919122,"Promoter (2-3kb)",15,81278878,81306548,27671,1,"3603","ENST00000560115.5",-2088
"chr7",149610972,149653266,42295,"*",10.3862239506372,10.3654480747867,10.4067048809157,-0.0332319810379691,0.848807948044491,0.900550661919122,"Promoter (<=1kb)",7,149547154,149624727,77574,2,"79970","ENST00000463567.5",0
"chr1",22706213,22752151,45939,"*",10.9487148064084,10.9696942010902,10.9274258259179,0.0342368296282501,0.849314642485221,0.90084895133059,"Promoter (<=1kb)",1,22719517,22719598,82,1,"100616391","ENST00000581646.1",0
"chr1",203418223,203457362,39140,"*",10.6886506016848,10.7090184121599,10.6679911179689,0.0336534483346557,0.849378949466865,0.90084895133059,"Distal Intergenic",1,203475806,203491352,15547,1,"5549","ENST00000343110.3",-18444
"chr8",11940811,11988174,47364,"*",10.5750714234507,10.5956071501686,10.554239159351,0.0338099470369483,0.849525826768858,0.90084895133059,"Promoter (<=1kb)",8,11946461,11950753,4293,2,"112268017","ENST00000655829.1",0
"chr16",50897742,50943023,45282,"*",10.3381584412651,10.3177585187735,10.3582739231769,-0.0328649960996995,0.849544130387276,0.90084895133059,"Exon (ENST00000641266.1/102724940, exon 3 of 3)",16,50892650,50901061,8412,1,"102724940","ENST00000661531.1",5092
"chr2",15742450,15774836,32387,"*",10.0568788407095,10.0353204683348,10.0781198009403,-0.0337580894287372,0.850196542751884,0.90142005918492,"Exon (ENST00000436967.4/101926966, exon 3 of 4)",2,15700531,15715631,15101,1,"101926966","ENST00000476839.2",41919
"chrX",53304746,53335724,30979,"*",10.2211920149584,10.199876010445,10.2421976529094,-0.033595424957111,0.85037843153227,0.901492208742175,"Promoter (<=1kb)",23,53232874,53321319,88446,2,"23096","ENST00000640694.1",0
"chr7",142276922,142315154,38233,"*",10.4785161962743,10.4980169605602,10.4587482261939,0.0325410841141171,0.850733363615823,0.901524874844946,"5' UTR",7,142268284,142272235,3952,2,"207147","ENST00000616556.1",-4687
"chr9",126485795,126492928,7134,"*",7.70239624619251,7.67664812948854,7.72769287623433,-0.035694742112724,0.850736191270472,0.901524874844946,"Intron (ENST00000361171.8/89853, intron 9 of 9)",9,126480813,126507041,26229,1,"89853","ENST00000485886.1",4982
"chr15",66666037,66732572,66536,"*",11.401801928234,11.4227742305859,11.3805202509035,0.0340433145146594,0.850750775314595,0.901524874844946,"Promoter (<=1kb)",15,66702236,66782849,80614,1,"4091","ENST00000288840.10",0
