"seqnames","start","end","width","strand","Fold","p.value","FDR","annotation","geneChr","geneStart","geneEnd","geneLength","geneStrand","geneId","transcriptId","distanceToTSS"
"chr11",86515337,86517983,2647,"*",1.08806409842426,2.41870991436774e-07,1.54940088715943e-06,"Intron (ENST00000524610.1/ENST00000524610.1, intron 2 of 2)",11,86457579,86498124,40546,2,"10873","ENST00000525957.1",-17213
"chr17",55160780,55163638,2859,"*",1.03099414831109,2.46841561521206e-07,1.57758277979817e-06,"3' UTR",17,55264960,55325187,60228,1,"3131","ENST00000226067.10",-101322
"chr14",74670799,74673206,2408,"*",1.21826986037881,2.47610654350374e-07,1.58181787331809e-06,"Promoter (2-3kb)",14,74669687,74675708,6022,2,"9870","ENST00000481010.6",2502
"chr12",93196689,93199290,2602,"*",1.12681908441421,2.47667858197583e-07,1.58181787331809e-06,"Intron (ENST00000549930.1/643339, intron 1 of 2)",12,93179658,93215674,36017,2,"643339","ENST00000547432.1",16384
"chr19",746172,757457,11286,"*",-1.01667468744239,2.47973431636669e-07,1.58324648409238e-06,"Promoter (<=1kb)",19,751112,764318,13207,1,"126353","ENST00000215582.8",0
"chr16",10120148,10122511,2364,"*",1.1872075950852,2.48154043357299e-07,1.58387656659844e-06,"Promoter (<=1kb)",16,9760413,10121576,361164,2,"2903","ENST00000674742.1",0
"chr6",105209299,105210809,1511,"*",1.15742847084639,2.48828710208828e-07,1.58765856583078e-06,"Distal Intergenic",6,105157900,105180014,22115,2,"64208","ENST00000254765.4",-29285
"chr2",172930276,172932353,2078,"*",1.32021266494184,2.50957363862445e-07,1.59912943821775e-06,"Promoter (2-3kb)",2,172928205,173052887,124683,1,"11069","ENST00000535187.5",2071
"chr9",133483573,133495575,12003,"*",-1.01978678616401,2.51340846104238e-07,1.60051972118894e-06,"Distal Intergenic",9,133475400,133479127,3728,2,"11182","ENST00000432868.1",-4446
"chr3",172521999,172524265,2267,"*",1.05971989803686,2.51341120029464e-07,1.60051972118894e-06,"Promoter (<=1kb)",3,172505508,172523430,17923,2,"8743","ENST00000241261.7",0
"chr20",63730219,63743614,13396,"*",-1.1167909060462,2.51855798320006e-07,1.60221393514994e-06,"Promoter (<=1kb)",20,63733219,63738481,5263,1,"54923","ENST00000632538.1",0
"chr1",1910597,1912050,1454,"*",-1.04259205422224,2.52680334983102e-07,1.60587406845112e-06,"Distal Intergenic",1,1915108,1917294,2187,1,"163688","ENST00000378604.3",-3058
"chr5",59275177,59276969,1793,"*",1.20682757364354,2.53260661367936e-07,1.60692102600142e-06,"Promoter (<=1kb)",5,58974561,59276119,301559,2,"5144","ENST00000503258.5",0
"chr17",27206424,27207763,1340,"*",1.39445829417043,2.5582087765438e-07,1.62103737387484e-06,"Distal Intergenic",17,27293910,27293996,87,2,"100616277","ENST00000584932.1",86233
"chr4",7827806,7829767,1962,"*",1.1262243769088,2.57468009011025e-07,1.62933846749923e-06,"Intron (ENST00000360265.9/60312, intron 5 of 15)",4,7809439,7816048,6610,2,"60312","ENST00000614385.1",-11758
"chr16",74455157,74456748,1592,"*",1.06997936427006,2.62485692487877e-07,1.65946235868807e-06,"Promoter (1-2kb)",16,74453189,74458294,5106,2,"2734","ENST00000561942.1",1546
"chr5",111134468,111136385,1918,"*",1.22949071793592,2.64847425016651e-07,1.67384611567405e-06,"Distal Intergenic",5,111097007,111103860,6854,1,"134430","ENST00000504122.2",37461
"chrX",153797099,153810726,13628,"*",-1.10430473242539,2.66992956274179e-07,1.68685451753225e-06,"Promoter (<=1kb)",23,153804879,153808139,3261,2,"57595","ENST00000484792.5",0
"chr17",75586876,75599202,12327,"*",-1.00552577088671,2.6729143034161e-07,1.68763723801252e-06,"Promoter (<=1kb)",17,75587800,75626849,39050,1,"80022","ENST00000645453.3",0
"chr8",90769855,90771948,2094,"*",1.12340123549186,2.68228814285775e-07,1.69300282944397e-06,"Intron (ENST00000519519.5/105375633, intron 1 of 5)",8,90683951,90791595,107645,2,"105375633","ENST00000521211.1",19647
"chr9",133436216,133465681,29466,"*",-1.03897350861556,2.69310576683826e-07,1.69927590699361e-06,"Promoter (<=1kb)",9,133455648,133459386,3739,1,"11093","ENST00000371910.1",0
"chr1",3475827,3486213,10387,"*",-1.06916798666592,2.69997922217808e-07,1.70305704086032e-06,"3' UTR",1,3472769,3481113,8345,1,"27237","ENST00000485984.1",3058
"chr2",217085543,217086859,1317,"*",1.23745491882017,2.74250198188404e-07,1.72593720103399e-06,"Intron (ENST00000695932.1/105373877, intron 3 of 11)",2,217061067,217064818,3752,2,"105373873","ENST00000664474.1",-20725
"chr18",5581623,5583595,1973,"*",1.21022676866224,2.74873279136169e-07,1.72929551107698e-06,"Intron (ENST00000637651.1/23136, intron 1 of 21)",18,5478399,5577648,99250,2,"23136","ENST00000582592.1",-3975
"chrX",10633473,10635319,1847,"*",1.2844525109758,2.7713897387258e-07,1.74128299703561e-06,"Intron (ENST00000453318.6/4281, intron 1 of 9)",23,10565914,10620591,54678,2,"4281","ENST00000693721.1",-12882
"chr1",209839486,209841234,1749,"*",1.231244292738,2.79660520757918e-07,1.75484480617099e-06,"Promoter (<=1kb)",1,209838805,209844632,5828,1,"27042","ENST00000457820.1",681
"chr11",69459927,69506220,46294,"*",-1.05267514999628,2.81293558433061e-07,1.76451926190343e-06,"Promoter (<=1kb)",11,69481662,69493219,11558,1,"101928292","ENST00000644563.1",0
"chr7",134899279,134900553,1275,"*",1.30996301993453,2.83815754811344e-07,1.77918611795321e-06,"Exon (ENST00000489019.6/800, exon 3 of 3)",7,134891610,134968859,77250,1,"800","ENST00000495522.1",7669
"chr11",66321672,66342695,21024,"*",-1.04336402879694,2.86714665608467e-07,1.7944495403718e-06,"Promoter (<=1kb)",11,66337339,66342121,4783,2,"25855","ENST00000524699.5",0
"chr21",35138398,35139545,1148,"*",1.14810128582594,2.87297075782924e-07,1.79693120870633e-06,"Exon (ENST00000455028.1/ENST00000455028.1, exon 2 of 2)",21,34787801,35049344,261544,2,"861","ENST00000300305.7",-89054
"chr17",37608366,37610136,1771,"*",1.23943017325356,2.88619803827791e-07,1.80403707319841e-06,"Promoter (<=1kb)",17,37514807,37609418,94612,2,"11276","ENST00000612223.5",0
"chr17",76455807,76475412,19606,"*",-1.00831799312175,2.89106816108905e-07,1.80591343322568e-06,"Promoter (<=1kb)",17,76467603,76470117,2515,1,"15","ENST00000392492.8",0
"chr2",45991563,45994852,3290,"*",1.03216797112681,2.91310312813554e-07,1.81732890533218e-06,"Intron (ENST00000306156.8/5581, intron 6 of 14)",2,46000902,46010964,10063,1,"5581","ENST00000394874.1",-6050
"chr1",161498227,161499965,1739,"*",1.26206490710559,2.92208747610805e-07,1.82175805145427e-06,"Distal Intergenic",1,161505430,161518558,13129,1,"2212","ENST00000367972.8",-5465
"chr7",24898282,24900460,2179,"*",1.19043045337805,2.93098606605608e-07,1.82620471293792e-06,"Intron (ENST00000313367.7/26031, intron 1 of 22)",7,24799925,24892612,92688,2,"26031","ENST00000396431.5",-5670
"chr5",182862,196596,13735,"*",-1.07207045227245,2.93450479225825e-07,1.82714911219157e-06,"Promoter (<=1kb)",5,191495,196334,4840,1,"389257","ENST00000328278.4",0
"chr20",63744657,63758700,14044,"*",-1.00552380358144,2.94864504933788e-07,1.83417486289734e-06,"Promoter (2-3kb)",20,63742528,63743117,590,1,"56731","ENST00000496425.1",2129
"chr3",123773636,123775112,1477,"*",1.38851913016367,2.96180348631169e-07,1.84117513829144e-06,"Intron (ENST00000360772.7/4638, intron 5 of 33)",3,123620286,123758389,138104,2,"4638","ENST00000686822.1",-15247
"chr9",70902322,70903452,1131,"*",1.10329353822996,2.96687923252841e-07,1.84373758285026e-06,"Intron (ENST00000677713.2/80036, intron 1 of 25)",9,70535130,70869135,334006,2,"80036","ENST00000677594.1",-33187
"chr14",51452957,51455903,2947,"*",1.09006632500104,2.9781754386406e-07,1.850162781338e-06,"Exon (ENST00000556617.5/100874185, exon 3 of 3)",14,51489100,51689745,200646,1,"122786","ENST00000556137.5",-33197
"chr7",411953,441696,29744,"*",-1.01788063613718,3.01864862670839e-07,1.8710975921819e-06,"Promoter (<=1kb)",7,425373,430834,5462,1,"116435278","ENST00000659509.1",0
"chr14",102545241,102547212,1972,"*",-1.14187976136642,3.04999270814291e-07,1.88870944992078e-06,"Promoter (<=1kb)",14,102545254,102555826,10573,1,"105370681","ENST00000559946.1",0
"chr7",42931201,42933932,2732,"*",1.07457596020954,3.06072794753864e-07,1.89414383513971e-06,"Promoter (<=1kb)",7,42916861,42932174,15314,2,"5683","ENST00000223321.9",0
"chr1",227883057,227909042,25986,"*",-1.09498221056797,3.11025020060308e-07,1.92194249062466e-06,"Distal Intergenic",1,227941590,227941683,94,2,"100847072","ENST00000584300.1",32641
"chr17",80441170,80488033,46864,"*",-1.08444632309001,3.11806869323676e-07,1.92531530010687e-06,"Promoter (<=1kb)",17,80466834,80476607,9774,2,"4884","ENST00000306773.5",0
"chr14",65005615,65007639,2025,"*",1.16817464684893,3.13290381926486e-07,1.9332406491493e-06,"3' UTR",14,65012172,65032392,20221,1,"2342","ENST00000554210.5",-4533
"chr17",81640132,81642875,2744,"*",-1.0196869185901,3.1552092730034e-07,1.94514224728873e-06,"Promoter (<=1kb)",17,81642323,81646581,4259,1,"83882","ENST00000571707.1",0
"chr6",122797829,122800718,2890,"*",1.05955751543333,3.15685926901841e-07,1.94553905795132e-06,"Intron (ENST00000539041.5/10924, intron 2 of 6)",6,122789292,122797345,8054,1,"10924","ENST00000487215.1",8537
"chr20",64061608,64093538,31931,"*",-1.13049936456197,3.17322865654064e-07,1.95438131942976e-06,"Promoter (<=1kb)",20,64076955,64077010,56,2,"102466741","ENST00000621638.1",0
"chr20",64176508,64178476,1969,"*",-1.00611751277188,3.17578468611747e-07,1.95471013488408e-06,"Intron (ENST00000644172.2/4661, intron 1 of 2)",20,64164612,64191884,27273,1,"4661","ENST00000610671.1",11896
"chrX",112636517,112638398,1882,"*",1.14976037544952,3.18256355451284e-07,1.95825910882867e-06,"Intron (ENST00000371968.8/340596, intron 3 of 3)",23,112630648,112679938,49291,2,"340596","ENST00000371968.8",41540
"chrX",45714153,45716610,2458,"*",1.22356093814981,3.18916582939807e-07,1.96169719948307e-06,"Distal Intergenic",23,45730752,45731688,937,1,"392452","ENST00000377927.3",-14142
"chr8",127293552,127295268,1717,"*",1.16177075897816,3.1901868212099e-07,1.96170107552325e-06,"Promoter (<=1kb)",8,127292812,127339435,46624,1,"103021164","ENST00000642795.1",740
"chr20",3224163,3245180,21018,"*",-1.04983279740951,3.19628276362676e-07,1.96420008484412e-06,"Promoter (<=1kb)",20,3227417,3237727,10311,2,"83959","ENST00000380056.7",0
"chr15",48432664,48434299,1636,"*",1.19246874365459,3.25367616600331e-07,1.99693083547117e-06,"Promoter (2-3kb)",15,48408504,48437065,28562,2,"2200","ENST00000682170.1",2766
"chr1",164558582,164561845,3264,"*",1.06667568291968,3.25553442706964e-07,1.99743722876983e-06,"Promoter (<=1kb)",1,164559184,164851831,292648,1,"5087","ENST00000420696.7",0
"chr15",77006979,77038320,31342,"*",-1.03736347688734,3.26434962555447e-07,2.0022103842273e-06,"Promoter (<=1kb)",15,77015811,77028598,12788,1,"9051","ENST00000559859.5",0
"chr2",152199782,152201776,1995,"*",1.06566505746973,3.29461280960089e-07,2.01949110488313e-06,"Intron (ENST00000652350.1/105373689, intron 2 of 4)",2,152176020,152225211,49192,1,"105373689","ENST00000652350.1",23762
"chr13",113809902,113828714,18813,"*",-1.05741145602068,3.34814457965644e-07,2.04905600375112e-06,"Promoter (<=1kb)",13,113815630,113845744,30115,1,"650669","ENST00000458001.2",0
"chr12",108721284,108725547,4264,"*",1.01965895339472,3.40291476247526e-07,2.08059933911873e-06,"Intron (ENST00000261401.8/23603, intron 1 of 10)",12,108658881,108730551,71671,2,"23603","ENST00000546571.5",5004
"chr7",28759454,28760555,1102,"*",1.46535808812728,3.42251235567167e-07,2.09125889292669e-06,"Intron (ENST00000396299.6/9586, intron 6 of 9)",7,28724300,28726731,2432,1,"9586","ENST00000468813.1",35154
"chr6",132391342,132393764,2423,"*",1.1093925277593,3.44429404286195e-07,2.10323868384871e-06,"3' UTR",6,132296055,132401475,105421,2,"26002","ENST00000367963.8",7711
"chr5",146992560,146995577,3018,"*",1.00736692651756,3.46785147679005e-07,2.11695524473578e-06,"Intron (ENST00000394414.5/5521, intron 1 of 9)",5,146650547,147055931,405385,2,"5521","ENST00000522831.1",60354
"chr5",88267940,88269814,1875,"*",1.10740875300085,3.48804202289352e-07,2.12860847312502e-06,"Promoter (<=1kb)",5,88268864,88436685,167822,1,"100505894","ENST00000504922.7",0
"chr3",46888050,46911566,23517,"*",-1.00499015415051,3.48926549166985e-07,2.12868317293951e-06,"Promoter (<=1kb)",3,46892721,46898734,6014,1,"5745","ENST00000490109.1",0
"chr11",67431580,67460061,28482,"*",-1.05418753961184,3.50879149186559e-07,2.138570804295e-06,"Promoter (<=1kb)",11,67451301,67452729,1429,2,"390212","ENST00000312457.2",0
"chr8",143257098,143279962,22865,"*",-1.04559928135781,3.51101443393945e-07,2.13925124649705e-06,"Promoter (<=1kb)",8,143267433,143273383,5951,1,"2738","ENST00000519876.1",0
"chr7",78138042,78140289,2248,"*",1.09665532261875,3.53136809825276e-07,2.15097477767866e-06,"Intron (ENST00000354212.9/9863, intron 16 of 21)",7,78159799,78167973,8175,2,"9863","ENST00000524268.1",27684
"chr19",41902005,41938436,36432,"*",-1.04602292597999,3.54379493724298e-07,2.1559763860892e-06,"Promoter (<=1kb)",19,41907704,41928449,20746,2,"390937","ENST00000597630.3",0
"chr22",23772518,23784407,11890,"*",-1.01709560581767,3.54404021879247e-07,2.1559763860892e-06,"Promoter (<=1kb)",22,23772846,23779697,6852,1,"4320","ENST00000465730.1",0
"chr8",40599694,40601400,1707,"*",1.37241149054931,3.55731668965695e-07,2.1633722416212e-06,"Intron (ENST00000297737.11/79698, intron 5 of 6)",8,40674364,40697337,22974,2,"79698","ENST00000519806.1",95937
"chr4",40547155,40548751,1597,"*",1.0607321238465,3.56253052082531e-07,2.16586171569546e-06,"Intron (ENST00000295971.12/54502, intron 1 of 6)",4,40423267,40515973,92707,2,"54502","ENST00000381795.10",-31182
"chr3",130003166,130005439,2274,"*",-1.17108567758219,3.62791599876513e-07,2.20098874352616e-06,"Distal Intergenic",3,129974720,129977935,3216,1,"7200","ENST00000302649.4",28446
"chr11",86557756,86560054,2299,"*",1.07344026404969,3.62827865598607e-07,2.20098874352616e-06,"5' UTR",11,86457579,86498124,40546,2,"10873","ENST00000525957.1",-59632
"chr8",98824324,98826770,2447,"*",1.0395843523386,3.65011710138727e-07,2.21354184194229e-06,"Promoter (<=1kb)",8,98454631,98825671,371041,2,"6788","ENST00000617590.1",0
"chr14",51327226,51329353,2128,"*",1.13246018995894,3.68422765282181e-07,2.23142773220564e-06,"Promoter (<=1kb)",14,51304416,51328386,23971,2,"161342","ENST00000557518.1",0
"chr6",10584318,10586574,2257,"*",1.04349218674344,3.69217548940425e-07,2.23414174449616e-06,"Promoter (<=1kb)",6,10585760,10629368,43609,1,"2651","ENST00000265012.5",0
"chr19",1392289,1404161,11873,"*",-1.02976784689118,3.69571349212642e-07,2.23558288308135e-06,"Promoter (<=1kb)",19,1397026,1401542,4517,2,"2593","ENST00000252288.8",0
"chr5",44808668,44810663,1996,"*",1.32163411211744,3.70176470176512e-07,2.2385429145832e-06,"Promoter (<=1kb)",5,44744900,44808777,63878,2,"100506674","ENST00000503452.5",0
"chr10",116947069,116948592,1524,"*",1.25514793101563,3.70374242184105e-07,2.23880771288596e-06,"Intron (ENST00000355371.9/57698, intron 7 of 16)",10,116954049,116960331,6283,2,"57698","ENST00000490615.1",11739
"chr19",1435569,1462206,26638,"*",-1.03057377645872,3.74279345181417e-07,2.25911413686929e-06,"Promoter (<=1kb)",19,1446302,1455245,8944,1,"10297","ENST00000587869.5",0
"chr20",63112527,63134451,21925,"*",-1.06687609544473,3.77221233493519e-07,2.27403121519495e-06,"Promoter (<=1kb)",20,63116218,63117205,988,1,"105372719","ENST00000665943.1",0
"chr19",35774510,35794125,19616,"*",-1.01334318738526,3.80159109565692e-07,2.29029954114664e-06,"Promoter (<=1kb)",19,35774532,35778549,4018,1,"115703","ENST00000589133.5",0
"chr9",706219,709627,3409,"*",1.02183693555012,3.81973809004598e-07,2.2976663501823e-06,"Promoter (<=1kb)",9,706684,734090,27407,1,"23189","ENST00000686846.1",0
"chr2",159063305,159066194,2890,"*",1.12699597262869,3.83580898441554e-07,2.30580188765267e-06,"5' UTR",2,159136199,159150777,14579,1,"85461","ENST00000464096.1",-70005
"chr1",118900623,118903731,3109,"*",1.06276569758324,3.84128290369328e-07,2.30775395826918e-06,"Intron (ENST00000207157.7/6913, intron 6 of 7)",1,118883047,118914125,31079,2,"6913","ENST00000449873.5",10394
"chr1",41108886,41110661,1776,"*",1.11224070496065,3.8478420446224e-07,2.31097639790882e-06,"Intron (ENST00000326197.11/22955, intron 7 of 14)",1,41041422,41070631,29210,2,"22955","ENST00000482530.1",-38255
"chr5",81825196,81826593,1398,"*",1.2553239298547,3.87628282882866e-07,2.32516835028683e-06,"Intron (ENST00000659627.1/107986385, intron 2 of 4)",5,81817531,81842360,24830,1,"107986385","ENST00000659627.1",7665
"chr4",1191353,1216378,25026,"*",-1.01758026425374,3.89876555209993e-07,2.3364796782005e-06,"Promoter (<=1kb)",4,1172049,1205088,33040,2,"100130872","ENST00000511672.5",0
"chr1",158027916,158029473,1558,"*",1.00529754342964,3.91264204928274e-07,2.34334289773182e-06,"Promoter (2-3kb)",1,158025550,158031166,5617,1,"100505785","ENST00000419415.1",2366
"chr8",66368323,66369930,1608,"*",1.03025222098159,3.93235493749535e-07,2.35369095995658e-06,"Intron (ENST00000659008.1/102724687, intron 1 of 1)",8,66419589,66428977,9389,2,"100505676","ENST00000499642.1",59047
"chr17",71799478,71803311,3834,"*",1.02298590008332,3.98735180074335e-07,2.38439444366753e-06,"Distal Intergenic",17,71829870,71871750,41881,2,"107985015","ENST00000637627.1",68439
"chr19",1060090,1078867,18778,"*",-1.08187958040388,3.99546334378839e-07,2.3870300625915e-06,"Promoter (<=1kb)",19,1062179,1065458,3280,1,"10347","ENST00000612569.1",0
"chr19",46484402,46496854,12453,"*",-1.00900153895571,4.01098408916997e-07,2.39556241569117e-06,"Promoter (<=1kb)",19,46491191,46495867,4677,2,"57469","ENST00000599531.2",0
"chr5",313554,323988,10435,"*",-1.00947321546825,4.02412529393908e-07,2.40192696226379e-06,"Promoter (<=1kb)",5,321714,438285,116572,1,"57491","ENST00000684583.1",0
"chr5",74205593,74207680,2088,"*",1.02033082380554,4.0509731391619e-07,2.41571448795241e-06,"Intron (ENST00000663633.1/104310351, intron 2 of 2)",5,74084068,74103216,19149,2,"105379036","ENST00000511395.1",-102377
"chr17",81375123,81396743,21621,"*",-1.08413765479073,4.0976614077709e-07,2.44054491671087e-06,"Promoter (<=1kb)",17,81375144,81385464,10321,2,"100130370","ENST00000648736.1",0
"chr7",141639433,141641755,2323,"*",1.00283593790157,4.16453041439984e-07,2.47427370932981e-06,"3' UTR",7,141649131,141653065,3935,1,"55750","ENST00000494053.1",-7376
"chr7",25846750,25848717,1968,"*",1.12717654476856,4.19219886644293e-07,2.48918245346871e-06,"Exon (ENST00000702539.1/ENST00000702539.1, exon 3 of 3)",7,25831335,25831909,575,2,"100506236","ENST00000666265.1",-14841
"chr1",59294378,59297494,3117,"*",1.06354022241367,4.20267973852355e-07,2.49310854203363e-06,"Promoter (<=1kb)",1,59131960,59296491,164532,2,"105378756","ENST00000647858.1",0
"chr11",69899331,69932815,33485,"*",-1.01200375329851,4.23691405109698e-07,2.51264599232693e-06,"Exon (ENST00000563932.1/ENST00000563932.1, exon 1 of 2)",11,69985876,70015815,29940,1,"55107","ENST00000534086.1",-53061
"chr12",12871769,12873317,1549,"*",1.16676348665038,4.27009495354698e-07,2.52767133303502e-06,"Promoter (2-3kb)",12,12875499,12876107,609,1,"387841","ENST00000459725.1",-2182
"chr8",73519916,73521147,1232,"*",1.39671120835775,4.29688177259149e-07,2.54120602928189e-06,"Intron (ENST00000522695.5/27067, intron 10 of 11)",8,73420959,73458787,37829,2,"27067","ENST00000522818.1",-61129
"chr20",63280671,63300093,19423,"*",-1.07421796795815,4.29690296887317e-07,2.54120602928189e-06,"Promoter (<=1kb)",20,63286808,63286866,59,1,"100422945","ENST00000582203.1",0
